City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
122,Carnarvon,AU,-24.8667,113.6333,77.0,69,55,14.97,broken clouds
123,Micheweni,TZ,-4.9667,39.8333,78.37,79,69,5.84,broken clouds
124,Bethel,US,41.3712,-73.414,59.0,20,1,5.75,clear sky
125,Faanui,PF,-16.4833,-151.75,82.96,65,46,3.31,scattered clouds
126,Kapaa,US,22.0752,-159.319,75.0,88,90,20.71,moderate rain
127,Vagur,FO,61.4732,-6.8119,40.26,86,100,15.75,overcast clouds
128,Qaanaaq,GL,77.484,-69.3632,-2.07,78,99,1.59,overcast clouds
129,Vila Velha,BR,-20.3297,-40.2925,84.0,78,0,11.5,clear sky
130,Huanren,CN,41.2647,125.3667,40.53,97,100,0.29,overcast clouds
131,Kavaratti,IN,10.5669,72.642,82.99,63,0,2.3,clear sky
132,Oranjemund,NA,-28.55,16.4333,64.6,74,6,2.26,clear sky
133,Pisco,PE,-13.7,-76.2167,77.0,78,0,8.05,clear sky
134,Jiayuguan,CN,39.8167,98.3,44.4,18,33,5.3,scattered clouds
135,Westport,US,41.1415,-73.3579,62.6,16,1,13.8,clear sky
136,Pokosnoye,RU,55.5258,101.0536,20.98,92,100,6.98,overcast clouds
137,Zhigansk,RU,66.7697,123.3711,-2.0,97,100,13.89,light snow
138,Sisimiut,GL,66.9395,-53.6735,14.2,91,99,6.4,overcast clouds
139,Loikaw,MM,19.6742,97.2094,65.01,30,0,2.66,clear sky
140,Sedhiou,SN,12.7081,-15.5569,84.2,39,1,2.89,clear sky
141,Nikolskoye,RU,59.7035,30.7861,33.8,93,90,13.42,snow
142,San Patricio,US,28.017,-97.5169,80.6,65,40,23.02,scattered clouds
143,Djambala,CG,-2.5447,14.7533,64.33,88,99,0.92,overcast clouds
144,Salalah,OM,17.0151,54.0924,71.6,78,0,2.3,clear sky
145,Geraldton,AU,-28.7667,114.6,68.0,60,1,12.66,clear sky
146,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.94,94,97,2.01,moderate rain
147,Mwene-Ditu,CD,-7.0,23.45,67.68,94,92,4.65,overcast clouds
148,Aklavik,CA,68.2191,-135.0107,-5.8,65,75,14.97,snow
149,Marrakesh,MA,31.6315,-8.0083,55.4,71,0,5.75,clear sky
150,Hovd,MN,48.0056,91.6419,30.24,22,65,5.14,broken clouds
151,Alice Springs,AU,-23.7,133.8833,73.4,88,75,8.05,moderate rain
152,Lakheri,IN,25.6667,76.1667,65.3,74,1,1.59,clear sky
153,Nome,US,64.5011,-165.4064,1.0,78,90,19.57,haze
154,Kattivakkam,IN,13.2167,80.3167,73.4,88,20,2.3,mist
155,Marihatag,PH,8.7936,126.2969,77.61,90,100,4.29,overcast clouds
156,Amahai,ID,-3.3333,128.9167,84.0,91,70,2.1,broken clouds
157,Mahebourg,MU,-20.4081,57.7,78.8,78,40,4.61,scattered clouds
158,Champerico,GT,14.3,-91.9167,87.8,66,40,9.22,scattered clouds
159,Lishu,CN,43.3047,124.3278,33.98,78,18,1.79,few clouds
160,Bambanglipuro,ID,-7.95,110.2833,75.87,85,89,3.33,overcast clouds
161,Pasni,PK,25.2631,63.471,72.23,83,83,9.75,broken clouds
162,Musson,BE,49.5833,5.7,39.99,90,100,8.01,overcast clouds
163,Guerrero Negro,MX,27.9769,-114.0611,61.5,48,4,15.32,clear sky
164,Belle Fourche,US,44.6714,-103.8522,52.0,43,90,5.75,overcast clouds
165,Lata,PT,40.1629,-8.3327,52.0,85,44,2.35,scattered clouds
166,Faya,SA,18.3851,42.4509,60.8,77,0,0.83,clear sky
167,Longyearbyen,SJ,78.2186,15.6401,-0.83,87,40,1.88,scattered clouds
168,Horve,DK,55.7529,11.453,37.0,100,100,5.01,snow
169,Barrie,CA,44.4001,-79.6663,27.0,54,42,34.52,scattered clouds
170,Ahipara,NZ,-35.1667,173.1667,72.1,65,9,6.58,clear sky
171,Huarmey,PE,-10.0681,-78.1522,76.08,71,0,10.31,clear sky
172,Gat,IL,31.61,34.7642,54.0,100,0,2.15,clear sky
173,Rabat,MA,33.9911,-6.8401,57.0,100,45,4.74,scattered clouds
174,Upernavik,GL,72.7868,-56.1549,-1.64,67,18,2.28,few clouds
175,Ponta Do Sol,PT,32.6667,-17.1,57.99,69,86,1.01,overcast clouds
176,Antofagasta,CL,-23.65,-70.4,71.6,73,75,11.5,broken clouds
177,Altay,CN,47.8667,88.1167,32.29,51,84,4.12,broken clouds
178,Yulara,AU,-25.2406,130.9889,73.4,78,90,18.41,overcast clouds
179,Juybar,IR,36.6412,52.9124,43.48,91,100,18.32,overcast clouds
180,Sal Rei,CV,16.1833,-22.9167,69.8,73,2,10.36,haze
181,Buenos Aires,AR,-34.6132,-58.3772,75.0,68,20,19.57,few clouds
182,Mushie,CD,-3.0167,16.9,70.32,93,72,3.71,broken clouds
183,Constitucion,CL,-35.3333,-72.4167,61.23,70,3,7.43,clear sky
184,Ponta Delgada,PT,37.7333,-25.6667,57.2,88,75,5.75,broken clouds
185,Saint-Francois,FR,46.4154,3.9054,44.6,70,0,6.91,clear sky
186,Bathsheba,BB,13.2167,-59.5167,77.0,69,40,16.11,scattered clouds
187,Saint-Philippe,RE,-21.3585,55.7679,78.8,73,0,13.8,clear sky
188,Ancud,CL,-41.8697,-73.8203,61.0,77,0,6.91,clear sky
189,Margate,GB,51.3813,1.3862,46.99,73,100,8.01,moderate rain
190,Katsuura,JP,35.1333,140.3,57.2,94,75,6.91,heavy intensity rain
191,Valleyview,CA,55.0667,-117.2859,46.4,36,100,1.14,overcast clouds
192,Bud,US,39.447,-86.1758,55.0,39,93,7.52,overcast clouds
193,Aksu,CN,41.1231,80.2644,44.35,39,32,2.3,scattered clouds
194,Astoria,US,46.1879,-123.8313,53.6,50,1,8.05,clear sky
195,Kilindoni,TZ,-7.9139,39.6668,80.53,71,1,7.25,clear sky
196,Altamont,US,42.2068,-121.7372,55.0,25,1,5.75,clear sky
197,Wadi Maliz,TN,36.4681,8.5495,46.4,81,42,4.61,scattered clouds
198,Saint-Georges,GD,12.0564,-61.7485,80.6,78,75,17.27,broken clouds
199,Broken Hill,AU,-31.95,141.4333,86.0,26,15,10.36,few clouds
200,Cascais,PT,38.6979,-9.4215,53.01,76,93,15.01,overcast clouds
201,Provideniya,RU,64.3833,-173.3,27.0,95,100,12.03,snow
202,Moose Factory,CA,51.2585,-80.6094,6.8,61,1,8.05,clear sky
203,Te Anau,NZ,-45.4167,167.7167,64.22,59,17,3.94,few clouds
204,Paamiut,GL,61.994,-49.6678,11.7,68,17,8.81,few clouds
205,Klichka,RU,50.4457,117.996,17.55,80,0,3.22,clear sky
206,Standish,US,43.9831,-83.9589,39.2,34,1,12.66,clear sky
207,Seminole,US,28.7086,-81.2081,73.99,53,1,11.5,clear sky
208,Kapoeta,SS,4.7717,33.5903,84.24,34,38,11.41,scattered clouds
209,Yaroslavskaya,RU,44.6106,40.4642,22.71,85,100,2.55,light snow
210,Soria,ES,41.6667,-2.6667,41.0,65,0,1.01,clear sky
211,Olafsvik,IS,64.8945,-23.7142,29.32,75,62,21.41,broken clouds
212,Boa Vista,BR,2.8197,-60.6733,80.6,69,75,8.05,broken clouds
213,Necochea,AR,-38.5473,-58.7368,66.0,60,12,3.0,few clouds
214,Waipawa,NZ,-41.4122,175.5153,64.4,52,75,9.22,broken clouds
215,Cockburn Town,TC,21.4612,-71.1419,76.15,75,15,20.83,few clouds
216,Klaksvik,FO,62.2266,-6.589,39.2,87,75,11.5,broken clouds
217,Hambantota,LK,6.1241,81.1185,77.59,77,20,15.95,few clouds
218,Burdur,TR,37.7203,30.2908,28.4,86,0,3.44,clear sky
219,Deniliquin,AU,-35.5333,144.9667,81.0,44,80,14.67,broken clouds
220,Comodoro Rivadavia,AR,-45.8667,-67.5,68.0,49,0,6.91,clear sky
221,Weligama,LK,5.9667,80.4167,73.56,88,12,7.05,few clouds
222,Richards Bay,ZA,-28.783,32.0377,72.28,95,3,6.38,clear sky
223,Cap Malheureux,MU,-19.9842,57.6142,75.0,77,99,1.99,overcast clouds
224,Kurumkan,RU,54.3,110.3,22.87,91,47,2.33,scattered clouds
225,Vidalia,US,32.2177,-82.4135,78.8,27,1,3.94,clear sky
226,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,72,75,5.75,broken clouds
227,Port Lincoln,AU,-34.7333,135.8667,63.12,67,100,22.17,overcast clouds
228,Kumba,CM,4.6363,9.4469,75.13,91,100,1.5,overcast clouds
229,Beringovskiy,RU,63.05,179.3167,32.16,93,100,34.14,snow
230,Jerecuaro,MX,20.15,-100.5167,86.0,12,75,17.27,broken clouds
231,Litovko,RU,49.2361,135.1742,24.66,87,3,11.01,clear sky
232,Vikramasingapuram,IN,8.714,77.3893,78.8,69,20,3.33,haze
233,Saint-Joseph,RE,-21.3667,55.6167,78.8,73,0,13.8,clear sky
234,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,88,75,5.75,broken clouds
235,Quatre Cocos,MU,-20.2078,57.7625,78.8,78,40,4.61,scattered clouds
236,Xiaoshi,CN,41.2971,124.1209,28.4,93,100,2.24,mist
237,Melfort,CA,52.8667,-104.6177,33.8,75,99,10.36,overcast clouds
238,Avera,US,33.194,-82.5271,77.0,36,1,5.75,clear sky
239,Apodi,BR,-5.6642,-37.7989,79.56,73,38,12.97,scattered clouds
240,Caravelas,BR,-17.7125,-39.2481,73.96,80,0,5.93,clear sky
241,Lebu,CL,-37.6167,-73.65,59.23,83,0,16.46,clear sky
242,Suntar,RU,62.1444,117.6319,4.93,94,60,7.45,broken clouds
243,Palafrugell,ES,41.9174,3.1631,46.0,100,90,3.13,fog
244,Zaysan,KZ,47.4667,84.8667,30.34,73,99,0.92,overcast clouds
245,El Dorado,US,38.7666,-120.5177,61.0,35,0,8.61,clear sky
246,Husavik,IS,66.0449,-17.3389,30.2,93,90,16.11,light snow
247,Nancha,CN,47.1333,129.2667,27.95,62,0,1.5,clear sky
248,Honningsvag,NO,70.9821,25.9704,26.22,73,96,12.88,overcast clouds
249,Lahat,ID,-3.8,103.5333,71.04,97,98,2.24,overcast clouds
250,Buraydah,SA,26.326,43.975,60.8,51,0,16.11,dust
251,Omsukchan,RU,62.5333,155.8,-6.02,94,100,6.49,light snow
252,Dese,ET,11.1333,39.6333,55.31,65,0,2.15,clear sky
253,Gravdal,NO,68.1214,13.5031,33.8,97,100,14.34,light snow
254,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.87,78,2,9.1,clear sky
255,Srednekolymsk,RU,67.45,153.6833,-9.45,95,99,5.44,overcast clouds
256,Bubaque,GW,11.2833,-15.8333,78.87,63,0,10.87,clear sky
257,Morgan City,US,29.6994,-91.2068,78.8,57,40,11.5,scattered clouds
258,Codrington,AU,-38.2667,141.9667,63.03,94,100,13.22,light rain
259,Myaundzha,RU,63.0494,147.1858,-21.28,89,0,3.98,clear sky
260,Bay Roberts,CA,47.5999,-53.2648,41.0,95,95,7.0,overcast clouds
261,Gurupi,BR,-11.7292,-49.0686,74.93,86,24,3.51,few clouds
262,Pailon,BO,-17.65,-62.75,82.4,74,75,4.61,broken clouds
263,Sistranda,NO,63.7256,8.834,39.2,75,0,12.66,clear sky
264,Cumra,TR,37.5732,32.7745,30.2,74,0,2.3,clear sky
265,Pouebo,NC,-20.4,164.5667,80.71,71,58,12.82,broken clouds
266,Salinopolis,BR,-0.6136,-47.3561,78.19,87,93,8.97,overcast clouds
267,Muisne,EC,0.6,-80.0333,78.8,94,75,3.44,broken clouds
268,Mattawa,US,46.7379,-119.9028,60.01,21,1,4.45,clear sky
269,Bambous Virieux,MU,-20.3428,57.7575,78.8,78,40,4.61,scattered clouds
270,Yanliang,CN,34.6592,109.2292,52.0,93,0,11.18,mist
271,Vandavasi,IN,12.5,79.6167,70.5,82,14,4.18,few clouds
272,Niquelandia,BR,-14.4739,-48.4597,72.73,88,79,0.92,broken clouds
273,Januaria,BR,-15.4833,-44.3667,73.62,81,53,2.42,light rain
274,Berdigestyakh,RU,62.0989,126.6992,0.1,98,100,4.88,overcast clouds
275,Maumere,ID,-8.6199,122.2111,79.92,78,80,1.83,broken clouds
276,Pacific Grove,US,36.6177,-121.9166,60.01,84,0,8.01,clear sky
277,Yarmouth,US,41.7057,-70.2286,51.8,50,1,6.91,clear sky
278,Fairbanks,US,64.8378,-147.7164,-4.0,64,1,1.52,clear sky
279,Benghazi,LY,32.1167,20.0667,55.9,59,63,7.92,broken clouds
280,Ostrovnoy,RU,68.0531,39.5131,12.83,90,96,16.6,overcast clouds
281,Leningradskiy,RU,69.3833,178.4167,15.67,83,100,9.6,overcast clouds
282,Lodja,CD,-3.4833,23.4333,71.44,97,100,2.84,overcast clouds
283,Port Hedland,AU,-20.3167,118.5667,80.6,89,90,6.91,overcast clouds
284,Hamilton,US,39.1834,-84.5333,57.99,33,1,9.22,clear sky
285,Sahuaripa,MX,29.05,-109.2333,76.89,12,64,17.13,broken clouds
286,Jalu,LY,29.0331,21.5482,56.26,36,55,5.73,broken clouds
287,Sibiti,CG,-3.6819,13.3499,66.97,97,98,1.68,overcast clouds
288,Hokitika,NZ,-42.7167,170.9667,63.82,65,15,3.09,few clouds
289,Port Blair,IN,11.6667,92.75,79.45,68,53,6.33,broken clouds
290,Pleasanton,US,37.6624,-121.8747,66.0,25,1,8.05,clear sky
291,Khorinsk,RU,52.1657,109.7726,17.28,97,33,2.06,scattered clouds
292,Ravar,IR,31.2656,56.8055,66.58,30,12,36.8,few clouds
293,Alta Floresta,BR,-9.8756,-56.0861,73.42,93,93,1.92,overcast clouds
294,Souillac,MU,-20.5167,57.5167,78.8,78,40,4.61,scattered clouds
295,Mizque,BO,-17.941,-65.3402,62.64,69,21,4.7,few clouds
296,Luderitz,NA,-26.6481,15.1594,67.08,70,0,6.8,clear sky
297,Dawei,MM,14.0833,98.2,74.05,86,2,3.18,clear sky
298,Trelew,AR,-43.249,-65.3051,73.89,28,0,10.85,clear sky
299,Cullinan,ZA,-25.6709,28.5236,64.4,82,16,3.44,light rain
300,Cody,US,44.5263,-109.0565,46.99,18,1,11.5,clear sky
301,Rathdrum,US,47.8137,-116.892,53.01,35,1,3.44,clear sky
302,Saint George,US,37.1041,-113.5841,43.0,75,90,6.91,overcast clouds
303,Vestmannaeyjar,IS,63.4427,-20.2734,35.51,60,100,18.5,overcast clouds
304,Brunswick,US,41.2381,-81.8418,53.6,28,90,16.11,overcast clouds
305,Sao Filipe,CV,14.8961,-24.4956,70.48,77,3,7.63,clear sky
306,Pozo Colorado,PY,-23.4923,-58.7972,86.85,35,22,3.15,few clouds
307,Fukue,JP,32.6881,128.8419,53.6,82,75,18.41,broken clouds
308,Shangrao,CN,28.4532,117.9686,51.37,92,100,4.34,overcast clouds
309,Shimoda,JP,34.6667,138.95,53.6,100,75,9.22,mist
310,Sola,VU,-13.8833,167.55,82.08,75,100,16.28,overcast clouds
311,Safford,US,32.834,-109.7076,64.4,27,1,20.71,clear sky
312,Copiapo,CL,-27.3667,-70.3333,64.4,82,90,11.5,overcast clouds
313,Santiago,CL,-33.4569,-70.6483,81.0,43,0,8.05,clear sky
314,Belen,TR,36.4891,36.2233,42.8,61,0,3.44,clear sky
315,Bardiyah,LY,31.7561,25.0865,54.64,72,15,6.96,few clouds
316,Korla,CN,41.7597,86.1469,48.74,40,98,7.23,overcast clouds
317,Igbo Ora,NG,7.4333,3.2833,80.33,77,93,5.06,overcast clouds
318,Chibuto,MZ,-24.6867,33.5306,68.95,94,0,3.91,clear sky
319,Sumbe,AO,-11.2061,13.8437,79.02,89,100,2.64,moderate rain
320,Balkhash,KZ,46.844,74.9804,19.87,63,100,18.86,overcast clouds
321,Riohacha,CO,11.5444,-72.9072,77.45,76,15,15.52,few clouds
322,Mount Gambier,AU,-37.8333,140.7667,59.0,94,75,14.97,moderate rain
323,Saint-Cyr-Sur-Loire,FR,47.4,0.6667,48.2,81,90,17.27,overcast clouds
324,Kargasok,RU,59.0556,80.8572,-9.85,99,88,5.26,overcast clouds
325,Meulaboh,ID,4.1363,96.1285,75.65,86,76,5.14,light rain
326,Ribeira Grande,PT,38.5167,-28.7,60.06,82,100,16.46,overcast clouds
327,Saravan,AM,39.7196,45.6483,14.0,85,45,9.22,scattered clouds
328,Talnakh,RU,69.4865,88.3972,-8.75,97,100,18.45,snow
329,Balabac,PH,7.9868,117.0645,79.86,80,100,6.29,overcast clouds
330,Lavrentiya,RU,65.5833,-171.0,15.87,93,100,19.24,light snow
331,Hasaki,JP,35.7333,140.8333,55.4,100,75,4.61,heavy intensity rain
332,Shenzhen,CN,22.5455,114.0683,72.0,92,98,8.19,overcast clouds
333,Decatur,US,39.8403,-88.9548,53.01,50,1,6.91,clear sky
334,Otuzco,PE,-7.9,-78.5833,73.4,88,0,11.5,light rain
335,Bagrami,AF,34.4938,69.2743,48.2,76,75,3.44,broken clouds
336,Brae,GB,60.3964,-1.353,41.0,81,90,21.85,overcast clouds
337,Puerto Quijarro,BO,-17.7833,-57.7667,82.18,67,77,1.95,broken clouds
338,Churapcha,RU,62.0025,132.4325,4.23,95,100,8.08,light snow
339,Shu,KZ,43.5983,73.7614,41.99,90,100,8.32,overcast clouds
340,La Primavera,CO,5.4906,-70.4092,87.94,42,75,3.74,broken clouds
341,College,US,64.8569,-147.8028,-5.01,59,1,3.44,clear sky
342,Sergach,RU,55.5308,45.4661,8.74,89,83,13.51,broken clouds
343,Baruun-Urt,MN,46.6806,113.2792,28.65,49,100,9.22,overcast clouds
344,Rajapur,IN,25.3833,81.15,76.06,39,99,10.65,overcast clouds
345,Storm Lake,US,42.6411,-95.2097,51.8,46,1,11.5,clear sky
346,Wagar,SD,16.1525,36.2032,71.35,81,0,11.12,clear sky
347,Huambo,AO,-12.7761,15.7392,62.15,90,99,1.79,light rain
348,Coruripe,BR,-10.1256,-36.1756,78.96,77,1,11.05,clear sky
349,Kaduqli,SD,11.0167,29.7167,82.4,14,70,6.91,broken clouds
350,Tignere,CM,7.3667,12.65,74.32,49,96,2.93,overcast clouds
